"edad","ingreso_total","nivel_estudio","tamaño_hogar"
52,3052444,4,2
76,3430816,2,1
73,2438527,4,4
26,4667099,4,5
54,4224664,5,3
70,4439995,3,2
28,4306301,2,1
36,3892507,5,2
59,4844643,5,5
48,4500383,4,2
78,3604221,5,5
37,4305878,4,3
51,3937784,5,3
75,5055987,5,6
77,3460922,5,4
28,3500690,3,5
41,4891992,2,3
44,4314381,2,4
54,4395205,3,2
21,5066783,1,5
37,3300827,2,6
28,4903825,4,5
48,3912543,1,6
45,4197776,1,4
46,4622947,5,3
18,4771629,5,4
71,3011967,5,3
26,5164565,4,3
53,4164063,5,3
39,4602992,1,2
28,4624014,1,3
19,4918832,5,4
64,2818114,5,4
61,3509566,4,3
60,3608204,3,6
49,3421313,5,2
65,5296800,5,5
64,4153858,2,4
61,4352240,3,5
76,4271149,1,3
57,5122430,3,3
21,5955714,4,4
24,3619661,3,3
64,3032025,2,2
47,4968978,5,4
55,4442071,3,6
71,3461474,1,3
70,4639477,4,4
20,4363597,4,3
47,3727669,3,3
25,5108002,2,2
21,3472490,2,4
32,4116091,3,3
19,4120604,5,6
23,3878842,2,4
63,3853955,4,3
62,3898203,4,6
60,3332436,3,5
57,4875021,4,3
39,3900385,1,2
49,3332676,2,4
76,5097387,5,2
53,3990875,3,6
61,4485091,4,3
72,3680713,3,3
43,4951187,4,3
69,3610836,2,6
68,3431268,2,6
80,4700312,5,5
21,5466467,1,4
42,3923996,5,1
76,3944544,3,6
31,5233271,2,5
62,4214630,1,2
53,3528602,4,4
75,4383880,4,2
34,4380618,2,2
80,3671340,3,6
65,4550567,4,3
32,3128443,5,6
48,2896479,3,3
35,3861414,4,6
41,2614017,5,5
38,4592097,5,5
62,5517093,3,6
23,3135686,2,2
35,3706067,4,3
69,4075429,1,1
45,4282303,3,5
46,2293723,2,2
30,4457413,1,6
32,3140436,5,2
55,5765973,1,3
45,4901175,3,1
77,2501731,3,5
78,4837953,4,1
37,3299740,1,3
80,4879870,2,5
62,4815436,3,5
49,3608433,5,3
65,5469198,4,2
26,4553588,4,6
24,3906110,3,1
58,4700414,2,6
59,4276983,4,4
74,2808821,2,1
72,3864784,3,6
73,3319406,5,2
43,4365845,3,4
72,4852124,5,3
75,5592987,5,4
48,4869853,5,5
22,2030916,1,3
76,3920504,5,3
39,4797725,1,2
32,3237826,1,1
32,3859718,4,4
25,4306303,1,5
38,3760260,3,1
30,3097455,3,5
46,3618418,4,5
26,5700634,5,6
34,3787384,4,5
68,4792897,4,2
24,3155009,1,6
28,2539889,5,6
35,4304294,4,3
26,4197388,5,6
75,4053608,1,2
36,3927182,1,4
63,5138921,4,3
33,3475837,1,2
66,3970730,4,5
54,3037308,5,1
34,5592395,2,3
27,2821236,4,2
67,4034639,3,5
55,4237320,1,3
21,3144339,5,5
78,2840261,2,2
35,3598161,3,5
65,4006496,2,4
39,4986017,5,5
65,2591974,3,2
20,3320032,3,3
26,5262184,1,4
75,4448441,5,5
55,3076106,1,4
41,4443756,5,5
39,5336317,2,1
35,3327294,2,3
43,3432080,1,6
31,4241041,2,6
76,4302589,4,4
30,3709333,3,2
78,3118816,3,3
44,3129596,4,1
19,2830567,5,6
70,3170256,5,1
52,3072156,4,5
31,2111256,4,3
49,2197376,1,1
79,3875176,4,5
22,3205599,4,5
22,3752793,1,3
69,4320591,4,2
27,2657175,2,6
29,4833798,3,5
45,5186656,1,3
28,3008988,2,6
25,3920027,3,6
31,3477310,2,1
34,5129345,2,6
48,4712070,5,4
67,3716240,5,3
78,3987064,1,2
70,3176345,2,5
53,4478320,5,2
30,4030445,1,4
69,3683612,1,2
48,3938640,2,3
78,3373133,3,4
40,4094497,5,3
39,3511528,1,1
30,5269726,5,3
38,4547725,5,2
36,3684457,4,3
48,3452237,5,5
48,3194779,3,3
63,4298825,3,2
28,5653691,2,5
44,4692387,5,3
32,4450428,4,6
51,3531903,2,5
69,4866990,4,3
50,4640010,4,4
28,4981393,2,1
68,4485355,4,3
32,4042412,4,6
77,4165880,4,6
61,3376016,4,1
46,3912950,1,2
37,5105584,1,6
80,3405772,1,6
34,3639342,5,2
23,5303642,2,3
73,4370712,4,6
42,4544667,3,2
69,3359187,2,3
66,3515804,1,3
31,3491111,5,6
41,4941665,3,1
32,5117484,5,2
74,4486900,4,6
27,2713268,3,4
56,3901943,4,4
80,4352876,2,6
22,3122565,2,1
52,3012122,4,4
40,4967027,1,3
41,3731662,2,5
56,3282389,4,4
43,5029590,1,5
52,4148166,4,3
58,3123600,4,6
75,3118451,2,5
55,5493017,1,4
80,4645747,2,4
43,3870168,4,4
68,3193337,5,2
43,2868133,4,5
61,5429769,3,3
34,3715192,4,2
59,3940893,4,1
79,4516298,1,1
46,5242945,5,6
57,5262964,3,3
75,2271432,3,5
49,3537637,2,3
29,2971426,3,1
36,3273757,4,4
42,4439350,1,3
74,4463097,3,6
43,4822617,2,2
63,3987237,1,4
27,3877164,1,1
29,5138738,3,1
64,4215575,5,6
80,4951045,3,5
43,5532281,5,1
62,4242273,3,6
38,2687874,1,3
21,3505695,2,5
24,3800661,3,2
35,3427097,5,1
24,3583120,5,5
75,4237155,2,6
77,5260663,4,4
50,2174715,3,1
66,3291205,3,4
22,3667131,1,1
63,4329098,2,5
50,3446320,4,3
40,4105933,2,3
34,5168815,4,4
71,5249575,1,5
67,5091303,2,1
67,2756857,2,5
25,5084815,4,2
56,4022928,1,5
33,4470534,2,2
26,3837520,2,2
61,3430490,5,2
36,2170050,5,5
31,5607858,4,6
75,2353938,2,2
59,4413476,5,5
26,4894106,1,2
80,5234896,5,3
54,3360013,1,2
21,4881754,5,1
32,4614045,5,1
29,4417650,3,3
31,3915495,5,4
59,4156190,5,1
25,5426099,3,3
52,2867966,2,6
40,4378474,3,1
47,4210039,4,3
35,4312573,1,2
33,5438468,2,2
32,4856348,4,3
63,4519997,1,2
51,3344748,3,3
38,4500297,4,3
36,3177709,1,3
72,4175020,5,5
25,3795049,3,5
44,3400690,4,6
63,4152467,3,5
42,4362864,3,1
57,6048712,1,4
24,3135489,2,6
37,4315994,2,5
30,4426529,5,5
29,4828859,3,5
39,3893207,2,2
68,3860478,5,4
29,4759819,5,4
36,4995060,5,6
57,3439296,1,6
31,3960725,2,4
18,4149879,3,6
80,5244076,4,5
35,3308761,5,3
70,3785816,1,5
49,3862860,2,2
50,3433326,2,5
42,4397482,4,6
43,4582300,3,4
32,4773979,3,5
38,3344668,3,4
67,3543319,5,5
68,4238976,2,5
36,3573453,4,4
42,3794386,5,2
36,4280441,3,4
71,3837492,4,5
33,3713835,1,5
71,4645208,1,5
67,5054722,5,1
40,4283675,2,2
27,3475544,4,1
79,4349101,1,4
57,3643280,4,3
36,4144733,1,5
25,2965077,3,3
72,6107460,1,3
80,4141220,3,6
75,2451764,5,4
26,4094056,5,6
23,3367507,5,2
32,3945420,2,6
30,4366759,2,5
67,3410642,3,1
51,3341350,5,5
44,3567489,5,4
73,2942516,3,6
21,4622802,4,6
41,3547764,5,3
20,4073405,1,6
52,3508691,1,4
34,4559713,3,3
43,3974789,2,3
22,3518678,5,6
43,4711332,5,1
53,5331688,1,2
67,3527972,1,3
32,4675840,3,1
52,3553703,4,2
60,4158089,3,1
60,1463903,1,1
43,3832781,4,3
53,4072618,1,3
56,5394494,5,2
61,4624502,3,2
67,4027080,5,3
71,4220102,3,5
62,3126546,1,3
32,4082701,1,2
52,4004689,2,2
35,3197174,4,6
31,2797263,2,1
77,3413976,5,5
72,5235718,3,6
47,4418339,1,4
80,3712151,4,2
34,4961974,2,3
20,2786232,4,5
54,4602140,2,4
21,2283793,3,3
30,3108833,4,3
45,3499005,5,2
42,3222601,4,6
71,4569249,1,3
60,4369866,3,5
34,3926416,2,4
76,4317611,5,5
37,3672663,4,3
21,3037416,5,3
44,3331679,1,5
37,2516805,2,4
54,3255422,1,6
46,5176652,1,1
26,4167064,3,1
26,3451035,5,4
77,3149644,5,2
38,3746330,1,2
55,3015207,5,5
32,4023295,3,5
54,4057910,2,5
45,3376960,1,6
20,3009159,4,5
47,2202393,4,4
26,2266059,3,4
18,3415219,1,5
53,4116447,3,5
47,2841117,1,1
66,4048902,4,3
80,2627619,4,1
22,4066953,5,1
44,3940239,4,5
28,3160428,4,2
61,4453792,3,1
28,3668948,4,1
25,3313697,2,5
66,3909846,4,1
23,3499159,3,3
36,5833146,4,6
51,4305974,1,3
59,4252418,4,3
50,4758900,2,3
40,3554808,1,2
47,4036238,2,6
71,6577194,4,4
36,3620777,4,4
34,4353511,1,1
35,2835456,5,3
60,4691695,2,5
79,4257427,5,6
80,4818699,3,6
31,3969174,2,1
69,3149608,1,4
80,4674206,4,4
56,5503892,5,5
66,3712085,3,3
79,3074324,4,4
46,5242855,1,6
32,2972551,5,5
35,2999594,1,2
64,3619022,2,3
19,5027879,5,6
66,5005927,3,4
66,4025159,1,5
23,4977619,3,2
56,2895145,4,6
66,5130188,2,5
58,3562193,3,1
41,3443860,2,6
74,2873241,2,3
68,3754284,4,6
42,4622549,1,6
43,4774318,4,4
32,3912758,5,6
28,3453146,5,6
77,3422619,4,5
56,3321212,3,5
24,2923678,3,1
36,4882099,5,4
46,4651208,2,4
62,3116150,1,6
51,3166974,2,1
36,3609421,5,1
42,4760905,2,6
58,5191470,2,5
60,3065885,5,2
43,3954199,4,4
19,4106501,5,4
78,3850544,3,4
61,3680684,1,4
19,3698015,4,5
20,4168057,4,1
58,4197529,4,2
47,5765190,1,3
63,4952268,4,5
33,4392637,2,6
32,4393697,4,2
30,2823468,3,3
46,5152193,1,2
53,5402209,4,3
18,2858758,1,6
77,5348075,4,1
79,4143148,4,5
18,3345757,3,5
41,3150059,4,2
67,3294094,5,5
37,3525871,4,4
27,2844593,1,2
75,4179611,2,2
23,3783867,2,1
41,4385395,4,4
37,2651286,1,4
21,5116779,1,2
35,4699248,4,6
72,3871370,1,3
78,5262971,3,4
49,4332796,4,1
34,5028596,4,6
68,3562282,3,4
72,3581706,1,1
46,4289223,3,1
56,4482725,4,5
52,3516323,2,2
29,3821804,5,3
58,4741294,4,1
46,4044580,4,1
54,4566317,5,1
52,3114881,5,1
43,5009927,5,3
66,4955382,1,5
22,5103905,4,6
29,3237280,1,2
25,2327907,2,3
75,5118785,5,2
41,4124318,2,4
21,3631047,5,6
55,3708481,5,3
42,3466786,5,5
61,4304211,2,3
40,2965827,4,5
63,3844107,2,6
36,2716030,1,5
63,3264449,3,1
51,3318119,1,5
66,3512585,1,6
36,3726532,3,5
43,4035994,4,3
51,4534530,4,6
45,3586591,5,5
24,3390042,1,6
77,4462171,4,3
20,5071226,3,6
36,3288903,5,1
33,5676076,3,3
79,4664952,1,5
26,3894886,3,5
65,4108660,3,6
40,3312349,2,6
65,2535948,4,5
76,4714278,3,2
74,3631461,4,6
45,4052694,3,1
46,5194763,1,1
79,2979086,3,2
20,4108708,2,6
19,3758727,5,4
50,3967738,2,4
74,3165242,3,5
26,5152493,2,2
70,3588038,4,4
43,5340253,5,1
71,3906167,3,2
70,3767382,5,2
19,4700029,5,3
74,4561593,2,4
25,2521286,5,6
56,5846804,4,3
49,4105031,4,6
37,4454112,1,3
23,4535301,4,1
62,2596423,2,1
23,4058850,4,6
58,4085896,2,6
69,4054619,1,2
27,4172474,3,5
37,4065689,5,2
39,3936112,5,2
29,3940215,2,5
50,4614627,1,4
55,3346026,3,5
29,3449891,5,6
24,3018643,5,5
77,3983951,5,5
18,4054130,3,5
34,3621235,1,1
38,3655192,5,1
36,3282095,1,3
43,3947542,3,6
45,4780553,4,4
69,4166019,3,6
60,3603895,3,5
75,5899664,4,2
77,5558416,3,4
62,2923045,1,2
46,4909012,1,2
73,6051468,5,5
18,3321059,4,6
67,4418078,2,4
74,3942732,2,3
31,3736491,4,6
77,4083556,4,6
77,4688298,4,6
19,3242452,4,2
44,4592261,1,3
67,4112311,3,3
57,3477512,2,2
55,4086760,2,1
78,3728932,1,4
47,4705753,4,6
55,4177872,2,6
54,3424842,4,2
32,4521270,1,3
71,4043332,5,2
70,5025185,3,2
68,3887831,5,4
69,4989750,5,6
63,4610345,5,6
40,2922165,3,5
54,2618778,3,6
77,2605871,2,1
66,4995185,2,3
74,3888786,1,2
21,3891494,3,1
70,5704222,3,2
60,4514215,2,3
25,3132020,2,2
77,3566458,2,6
38,5056283,4,2
31,4083608,4,2
75,3290561,3,3
22,3635895,3,5
19,3101737,1,3
26,3909845,5,2
48,4937174,3,4
33,3502666,4,5
67,3394612,5,6
68,4267108,3,5
45,4081204,1,4
72,3523233,3,3
73,5597417,2,4
46,4848407,4,6
45,3987572,4,2
62,4494330,3,1
71,3952678,2,2
42,3140014,1,1
56,4796965,3,5
51,3927703,5,1
28,3895744,1,3
74,3972024,3,5
63,3870809,2,1
37,2682414,4,6
31,2648226,5,3
70,5606291,4,3
44,4310138,3,4
77,4052089,5,5
55,4462856,2,4
61,4535682,4,4
62,4697777,5,1
69,5116286,4,5
28,4372114,3,4
21,4710211,3,3
48,4821043,1,3
24,4612698,4,5
79,3896367,4,5
72,4866364,3,1
53,4389075,2,6
18,3798226,2,5
37,3511522,2,2
26,4044011,4,4
27,3002432,1,3
70,3874671,1,6
19,5640196,2,5
73,3481360,3,1
45,3256178,5,6
46,2772771,4,4
78,3451290,5,2
63,3646743,5,6
65,3044921,5,1
56,3169823,5,1
80,4029599,4,4
43,4808201,4,6
43,3977220,2,2
61,3981986,4,2
29,2962913,5,2
30,3584538,3,6
44,4267651,2,2
26,5393443,3,5
46,4337491,4,3
59,3180688,1,2
40,4301897,5,3
24,4370649,2,6
78,3973868,5,3
58,4551541,3,6
76,3926698,4,5
71,4184908,3,3
55,2871264,1,4
62,3633603,4,3
75,3225840,3,2
62,4602086,4,6
76,4620324,2,6
19,4599557,4,2
25,3964215,1,3
30,3106995,1,4
37,3611341,1,4
39,3634367,3,3
41,5588317,2,2
34,1894973,4,4
78,4266572,4,1
26,4649394,1,2
45,4625595,2,4
39,3073740,2,3
39,3720911,4,2
43,3409374,2,3
28,4003058,3,6
75,5043989,2,5
53,4067160,1,6
18,2879390,3,3
34,4453617,4,6
32,2785752,4,1
61,3203162,2,5
34,4251485,1,6
40,4382043,4,4
62,2750076,1,2
80,4652816,1,6
46,2945928,4,2
76,4412461,5,2
66,3631740,2,1
34,3761943,3,2
24,3925110,1,6
71,4094856,2,2
24,3291839,3,3
76,4476448,1,2
53,5604609,3,4
23,4651557,5,2
79,3810656,3,2
40,3844979,5,2
48,4734478,2,6
38,4448305,4,2
68,3359176,5,5
65,4260293,2,5
80,2687932,1,5
18,4248169,3,1
69,4788563,4,6
59,4442080,1,5
57,4281679,2,1
38,4048464,5,4
39,3668130,4,1
51,4011576,2,5
39,4101437,4,1
43,2865462,4,5
35,4073420,3,1
74,3193526,2,1
61,5899781,1,1
68,4829101,4,3
69,4995790,5,1
27,4003703,4,4
67,2162097,5,4
46,4143314,4,6
53,4409684,5,5
75,2912189,4,4
42,4174085,5,5
68,3268064,3,6
76,4582163,4,3
66,4973765,3,6
65,4046120,4,6
66,4478603,2,3
39,4386858,5,5
38,5108592,2,5
61,3187051,4,5
54,5578001,1,3
53,3500489,3,3
38,2981740,1,2
33,3992294,3,3
74,5617390,4,3
79,5396009,3,2
19,4879976,2,2
40,4134128,1,6
26,4819321,1,3
29,3393100,3,6
66,4665541,1,4
29,4352606,1,3
32,3097983,2,1
31,3590332,4,2
51,4053019,3,4
45,5210636,1,3
63,5208405,2,6
43,3965385,2,2
27,3559075,3,2
22,4319178,2,6
64,2970255,4,5
36,3474478,3,3
28,2850790,5,5
64,4369532,5,5
70,4382778,4,3
75,4875460,1,5
31,4415376,5,1
32,3583527,2,6
34,3688511,2,6
42,2526402,2,2
72,3903177,3,1
70,4652491,3,4
45,5439420,5,4
80,4076981,3,2
44,2934695,3,4
26,3663623,5,2
40,2631357,1,1
34,4878073,3,1
21,5059191,1,6
18,3676563,1,6
28,4334760,2,1
48,3600531,3,1
26,3581966,4,6
46,3080639,4,5
27,5321527,3,4
40,3096852,4,6
70,3685876,2,6
36,4541434,5,4
77,3833313,5,1
45,4969120,3,1
38,6018779,4,2
46,3433847,2,4
38,3055768,3,4
77,2456875,2,5
20,4858254,5,4
62,3031780,5,3
34,5170890,2,4
32,3527573,4,3
29,3354516,3,1
41,5336107,2,2
61,3539570,1,5
46,4066502,4,5
31,4722311,3,1
74,3538539,5,3
33,4176145,5,1
37,4034613,2,3
24,4091812,4,4
39,4125138,1,1
47,3340117,1,6
74,4125009,5,2
35,4280500,4,5
58,4404835,3,5
21,3628794,1,6
19,4391737,2,5
75,5874942,1,6
33,4415439,5,1
78,4902830,5,6
57,4463954,3,1
60,4609902,1,1
35,3870822,5,2
34,5291870,2,3
78,3664645,5,1
22,4541737,4,6
72,3118524,2,5
79,4142978,4,1
25,3293992,1,2
67,5020729,3,2
80,4239497,3,5
48,2825327,4,6
20,4487393,1,3
22,4646845,1,2
21,4063091,2,6
24,5299754,3,2
53,4136691,1,4
50,3581513,1,3
77,3784856,4,6
36,3333510,5,6
29,3782055,2,3
71,5125781,2,1
75,2326397,2,1
45,3789446,3,4
72,3334272,4,1
43,5025370,1,1
57,3356410,3,2
55,4219536,2,1
21,4376604,3,5
60,4098696,5,1
34,3083607,3,4
42,3784822,1,4
74,3028340,2,5
33,3882129,3,1
69,4610331,1,5
28,3444466,3,4
71,1021239,1,5
51,3544639,4,6
18,5892465,1,6
43,2656203,3,1
58,5667867,4,3
19,4170192,4,4
19,5405193,5,6
40,4853590,3,2
47,4748210,5,1
79,3847741,2,6
35,4421554,3,6
72,3281284,2,3
75,5170782,4,6
65,6813878,1,2
52,4406782,4,4
25,2987532,3,2
35,4271358,3,2
53,3385812,3,3
46,3782239,3,6
29,4972861,1,1
76,3982950,5,1
74,4349069,3,2
74,3597543,5,5
62,4707898,2,6
24,3544577,3,4
70,2949508,2,5
66,3639904,4,5
19,3740164,1,2
51,3134558,5,6
80,4440460,3,2
74,4146267,3,5
55,4053530,4,4
28,3685454,2,1
74,5145481,5,6
64,3261394,2,3
54,3613368,5,2
33,4440574,3,1
53,4556848,4,3
19,4914880,2,6
46,4642453,5,4
62,2946028,1,6
59,4596218,5,6
55,3214994,5,4
77,3103801,2,1
68,3318851,2,1
25,4908423,1,6
75,4564850,3,1
35,4850172,1,4
22,4132395,3,2
55,5538218,2,3
24,3432890,4,1
31,3971469,2,1
23,3638418,1,6
68,3924742,5,3
52,3598499,5,4
78,3245724,5,1
46,4226777,1,6
36,3792284,5,1
76,4163289,2,3
79,4784075,5,6
53,3919086,5,4
37,4239557,2,2
75,4742335,2,1
18,4396912,4,3
22,4301582,1,4
51,4333583,2,2
55,4551456,3,1
29,4932664,4,1
44,3963763,3,5
68,3985979,1,1
73,3145797,4,2
18,2472995,2,3
64,4418705,4,4
21,4374889,5,2
35,4255372,3,4
39,3258537,5,2
65,4745499,1,1
31,4945492,5,3
19,3864537,4,4
68,4550251,1,3
29,5350703,4,5
76,4381682,3,1
36,3995934,3,4
54,2798998,1,1
75,4120096,5,3
24,4244019,3,3
44,3142755,4,2
70,3605864,2,5
33,3686345,4,1
19,2019462,2,4
76,2598804,1,5
42,5024218,3,2
56,3418820,5,6
32,4620222,3,3
42,5048177,1,5
48,4817000,5,1
39,2935887,2,3
33,2676494,3,4
39,2994399,1,1
18,3796033,2,3
73,3273203,3,4
47,4937782,1,5
78,4734145,1,6
76,4039753,4,6
51,4131743,4,1
38,4747240,3,3
30,4959913,2,4
43,2973854,5,2
48,4167977,2,4
19,4695238,2,5
50,3170135,4,5
29,4887563,3,6
55,4821490,1,6
23,4324606,2,1
32,4971184,4,2
65,3547319,1,2
67,3281527,1,4
75,3870599,3,3
40,3046442,5,3
33,2492054,3,4
43,3946308,5,4
32,4941721,2,1
43,2995762,4,1
27,3040633,3,6
61,3257925,5,4
62,4644313,1,1
29,4707692,1,4
68,3859684,1,4
71,3489032,1,2
48,3760830,2,6
30,5072923,5,2
24,3994808,1,6
75,3800164,5,2
54,4152350,4,5
79,3277224,5,4
68,3673898,5,3
55,3322455,4,6
79,3699131,4,1
62,4263059,4,6
24,3127600,3,1
37,3559788,4,4
28,4640962,5,5
23,4607193,4,3
51,3775289,5,2
53,3506998,4,2
20,4368364,1,5
48,4574517,2,5
23,3757450,5,6
74,3224613,1,5
42,3907825,4,5
78,5206379,3,2
77,3018720,4,6
33,4210887,2,3
55,3290206,2,1
41,4143542,5,4
62,2822925,5,2
62,4055691,1,5
67,2824772,4,3
69,2625055,2,5
46,4672417,4,5
36,4874406,5,3
21,4488488,2,3
59,3438449,5,1
21,4010813,5,3
56,4686200,1,3
18,5548249,1,3
47,1923552,1,3
40,3150066,3,4
68,3808245,5,5
48,3472114,2,3
37,3965555,4,1
65,3722884,5,6
54,3175283,4,6
45,4471795,1,1
41,5832614,4,2
41,5272797,4,5
73,4858936,5,3
31,3574434,3,1
47,3465881,1,4
23,3795257,4,6
30,2854533,3,5
24,3547151,3,6
24,4404085,2,4
49,3204334,1,4
18,4860475,4,6
61,3842607,5,2
37,4375510,3,2
43,3796092,2,3
38,3688450,3,6
29,4498710,5,1
71,4649052,2,2
51,4025650,4,3
51,4069858,4,3
38,2901532,5,2
32,4642014,5,4
67,4469288,1,6
42,4001819,1,5
78,3130647,2,2
38,3460046,1,2
28,3975485,2,4
80,5458751,5,6
61,3882821,5,3
35,4133099,4,5
31,4417856,4,3
50,3349756,1,2
24,4558778,4,3
62,3618753,1,4
65,3872961,1,1
62,3456097,4,6
79,3585917,5,4
24,3170732,2,1
24,3106961,3,2
79,3893915,1,2
40,3913673,2,4
68,4181135,2,5
31,4459341,4,3
80,2934922,1,4
37,2775490,3,4
56,4602158,2,6
23,3805704,5,5
39,3879124,5,5
55,3708658,3,3
52,3913185,4,4
28,4959484,1,2
31,4328487,1,6
50,5195392,2,6
19,4360004,1,6
70,3919452,1,4
68,3106628,2,3
52,4255752,4,2
50,2846954,4,4
40,4040137,4,4
72,3242132,3,3
55,3888301,2,1
60,3187910,3,4
24,5405761,1,6
30,3440254,1,2
45,3919579,3,5
76,2934961,3,6
25,3531751,2,6
19,2834607,3,6
78,2761272,1,1
70,3663763,4,6
40,4714690,3,1
21,3484604,1,5
70,3520989,1,2
24,4279190,1,3
34,3565516,1,4
62,3592442,5,2
54,4732269,4,2
80,3405802,5,4
30,2385032,3,4
77,2757146,1,1
39,3868750,4,2
66,3913098,5,1
62,3792397,3,4
75,2894891,5,3
68,4084396,1,2
53,4686530,4,1
37,5238590,5,2
61,3202817,5,3
68,3213801,5,5
27,4912459,1,4
27,3646471,5,1
27,3316346,4,6
24,4796155,2,5
34,4002111,4,4
20,4354232,5,4
60,4823118,5,6
47,3971238,4,6
41,3985541,4,4
48,4502775,5,2
36,3733713,2,1
36,5886817,3,5
49,2359599,2,6
69,4497555,2,2
21,3539373,2,2
57,2830278,4,3
25,4102412,5,3
63,4973521,1,1
63,4913113,3,5
53,3965141,2,6
80,2247551,1,2
42,4323208,3,4
20,4778388,2,2
41,3459541,1,4
56,3734952,5,2
71,3097796,1,6
76,3557988,4,4
62,4191749,1,3
23,4413770,4,3
22,2853690,3,6
44,4935367,5,2
60,3677267,2,3
32,3038500,2,4
33,2531757,4,2
73,4287666,4,4
34,5279272,5,4
44,4646353,2,2
33,3788153,4,6
42,3183454,5,3
60,5236068,4,3
37,5037960,5,3
56,3135746,3,1
64,2335982,3,4
28,2878095,4,3
65,3809154,1,5
34,4596102,5,2
37,4823720,5,6
28,4168180,3,2
20,3978630,2,4
80,2784999,3,2
28,3676729,3,5
22,3775375,1,1
29,4400449,3,3
28,3158983,5,5
29,2777474,2,6
36,3417113,4,5
29,3879188,2,2
66,4052051,3,2
70,4184366,1,5
65,3283414,5,3
78,3921258,5,5
24,3109547,1,4
25,3242936,2,5
24,2755176,3,2
21,5335893,2,5
60,4712798,3,1
28,3123601,2,1
62,5269634,5,6
71,2578225,5,3
64,4421879,2,2
25,2590724,1,5
42,3907689,5,2
70,3233542,1,5
41,2518784,5,5
54,4592032,2,5
76,4246599,1,3
64,4870706,2,2
67,4365383,4,4
32,2930152,3,2
74,5010781,4,1
43,3689140,1,5
44,4421829,2,1
33,3809005,2,6
22,2894667,1,1
56,2851682,5,5
53,4527724,4,3
39,4656144,3,3
53,3684799,2,3
46,3220748,4,2
57,4080338,3,1
48,4331126,4,2
67,3755606,4,5
72,3452799,5,4
63,4183056,2,3
80,3580255,1,2
71,5672926,3,3
66,3983350,4,5
69,3241930,3,2
56,3979571,5,5
56,5764180,5,3
79,3656009,5,2
67,3242149,2,6
34,3414048,5,1
29,2697031,3,3
51,2857152,5,2
72,4492931,1,6
79,3871515,2,1
25,3102630,4,3
19,3299736,4,6
20,3914587,5,1
73,4832587,4,3
19,3134626,1,4
69,3828475,5,5
29,3470186,2,2
78,4388832,4,2
68,5690976,1,6
70,4613131,2,1
79,3258908,1,3
65,5277077,2,4
69,4764831,1,4
31,4970423,3,1
30,2192890,2,1
67,4198151,1,4
80,2763345,4,5
39,4155818,2,1
39,4959621,2,3
66,5203654,2,5
41,4765753,3,6
70,3043027,2,6
21,3284429,4,5
45,2957047,4,4
41,3676092,5,1
46,3649377,2,4
22,3341134,3,3
44,3782266,4,1
37,4488322,2,2
73,4325525,5,1
34,4351756,2,6
67,4470854,3,6
45,3937625,3,2
22,4348840,5,3
77,3930095,3,4
58,5226175,5,1
46,4051031,1,2
54,4375834,3,5
57,3306454,5,1
42,3256495,4,6
21,3671289,4,5
53,4798564,1,6
67,4686200,2,4
78,3881303,1,1
56,4321057,1,4
43,4618922,1,5
30,3808273,2,5
29,3673123,3,4
45,4218857,3,4
41,5166463,3,5
35,3737638,4,1
68,4904013,1,3
44,3689824,3,3
44,2133531,1,5
44,4340610,3,6
70,3256308,1,4
26,4598919,1,2
64,3302871,1,6
71,2811760,5,4
32,3604206,4,2
19,2931010,4,2
69,4140255,1,1
21,3876915,1,4
62,3198913,5,5
62,4046719,4,2
28,5101072,2,3
63,5074106,1,2
27,3481869,2,1
42,3391580,4,3
70,3420245,1,3
58,4033878,2,3
22,4307347,3,1
48,5027523,5,4
49,2718900,4,2
44,3600518,4,6
75,3759193,2,6
19,4650941,3,1
64,5028076,2,3
59,5042983,1,4
78,4621212,5,4
52,3397674,4,2
68,3947704,1,4
72,3609641,4,1
75,4370152,3,4
62,4297313,3,1
67,2975859,5,5
77,5168170,5,3
28,2330796,4,2
55,3812906,5,5
26,5014335,1,5
34,3402137,1,3
33,3902580,5,3
44,4576135,4,6
28,4848860,4,5
40,3213830,4,3
24,4242543,1,5
39,3389273,1,5
52,3782284,3,5
59,4352039,4,4
45,4217795,1,4
23,4013276,5,1
39,4733624,1,4
22,3987806,2,3
48,5353361,1,1
34,3763152,4,4
35,5030642,2,5
30,4963542,5,2
42,3656629,2,3
36,3452830,4,6
55,2580654,4,2
56,4035747,2,3
80,3248960,1,6
48,4343707,4,4
49,4642010,4,6
41,2334328,3,1
38,4904709,3,1
63,3893910,4,2
35,4434320,5,5
64,4432522,1,3
70,5264987,1,3
77,4556060,1,2
54,3925482,5,1
55,4279016,3,5
24,3790302,3,2
76,3842364,5,6
68,4660453,4,5
52,3604275,1,1
60,4245146,4,6
65,4294118,5,6
37,4048301,3,2
36,4887255,4,6
40,3700738,1,6
69,4745892,5,3
46,2866608,5,4
20,3727879,2,2
25,4672998,4,3
53,2856890,4,5
72,4479567,2,6
79,4825388,2,2
37,3470789,2,5
31,4195940,1,4
59,4525600,2,4
21,3600299,3,3
54,4700117,4,2
32,3575056,2,2
41,3206542,1,4
48,5860138,5,2
23,4235392,1,6
59,4565010,4,6
70,4617954,3,1
25,4504160,2,3
68,5210874,4,4
46,2986998,5,5
28,4200518,1,1
75,3649926,2,6
70,3540279,5,2
