"edad","ingreso_total","nivel_estudio","tamaño_hogar"
55,4246270,5,1
48,5995111,4,1
79,4295388,4,5
46,4237876,5,2
42,5043066,5,1
29,3445996,4,4
71,5087613,4,1
40,2805754,4,6
33,3819371,5,5
57,4619417,5,1
39,4141939,5,6
55,4384084,4,6
59,4494624,5,1
26,3456755,5,4
52,3010218,5,3
64,3714571,4,5
44,2780756,4,3
48,3489173,4,3
74,1060210,5,2
28,4165612,5,2
57,5385548,4,2
72,3193538,5,3
26,3876006,5,6
41,3609794,4,2
27,3447938,4,1
62,4436461,5,6
70,4252275,4,2
19,4481985,4,6
54,2776746,4,6
42,2866998,4,5
31,2811081,5,2
28,3319154,4,3
22,5428957,5,4
53,4417112,4,4
79,4234359,5,4
37,4667278,4,4
61,4335548,4,5
68,3479086,4,2
44,4535058,4,1
18,4432437,5,3
67,4063592,4,5
79,4414346,5,5
63,4117853,4,1
23,3083473,4,2
73,4007484,5,5
77,4894058,5,5
65,4385271,4,4
60,3371976,4,4
18,4311766,5,2
68,4167053,4,4
23,3956967,4,2
67,4209188,4,2
47,3535160,4,2
39,4801261,5,2
33,4292548,4,5
75,3245495,5,5
37,3090347,4,1
74,2950180,4,6
56,3702330,4,2
60,5321011,4,4
55,3287493,5,3
29,4092508,4,2
68,5397805,5,2
50,2551697,5,1
37,4377777,5,1
75,3167555,4,2
32,3697501,4,2
59,3660131,5,1
52,2781915,5,3
61,3485642,5,1
58,4922720,5,5
61,4840154,4,6
20,2818455,5,4
22,2472398,4,4
54,4723122,4,1
53,4307336,5,2
66,3845732,5,3
18,3895887,4,2
31,3948760,5,5
78,5064125,4,3
77,4014213,4,5
69,5228037,4,3
53,4489700,5,3
77,2889897,4,2
47,2977716,5,6
73,3660843,5,3
48,3543180,5,2
63,4451803,5,6
23,3466031,5,6
76,4249519,5,6
62,4274585,5,6
42,3920761,5,4
40,4203756,5,3
63,3417518,4,6
58,3649863,4,3
75,4230570,5,6
23,4179158,4,6
36,4165037,5,5
31,4840190,4,3
46,5304618,4,2
49,3855674,5,3
21,3737158,4,6
49,3624350,4,6
68,4219566,5,4
51,4695357,4,2
44,4546998,5,2
47,4142878,4,6
64,4581511,5,1
80,5563970,4,2
29,2914742,4,3
67,3893573,4,1
65,3689353,5,1
39,3445801,5,6
25,3739592,4,4
57,2647778,5,3
70,4500335,4,3
51,3939780,5,2
37,3942022,4,1
31,4227928,5,4
62,3702405,4,3
31,2712629,5,3
50,3656317,4,5
67,3231011,5,5
63,3943418,5,2
26,3679107,4,2
44,4245993,5,2
74,3273215,4,6
73,3627758,4,2
64,3685040,5,6
68,3524050,4,1
59,3386446,5,2
30,4350363,5,3
25,3143160,5,4
79,4081611,4,2
21,3032809,4,3
53,3595025,4,5
19,3727563,5,3
46,4997542,5,4
56,4459684,5,2
18,5216780,4,5
80,2795295,5,4
67,4982389,4,5
35,3158410,5,3
68,4296832,5,6
52,4022013,5,3
70,4620945,5,3
67,3561380,5,6
23,4767121,4,4
78,3982082,4,6
52,4464091,5,4
46,4518432,5,3
61,5113506,4,3
20,3246456,5,1
55,4286516,4,3
21,4142390,5,4
39,4055097,4,4
22,4376514,4,1
49,4025823,4,3
39,4564169,5,6
38,2211230,5,6
35,3989236,5,6
36,3861680,4,5
71,2448857,5,4
79,4096334,5,4
19,4849434,5,5
19,4668586,5,4
26,3457027,4,1
42,5440288,4,3
19,2690606,5,4
33,4923771,5,1
65,4147407,4,1
65,3158844,4,4
51,3812237,5,6
43,5122193,5,1
72,2750492,4,2
51,3023104,5,6
77,4068951,5,4
72,3351881,4,5
72,4002033,5,4
49,4470467,4,1
30,2984087,5,5
19,4601546,5,2
61,5541910,5,2
75,4674478,4,5
60,3438465,4,4
53,3054622,4,1
51,2368700,5,1
49,5069782,5,1
60,2688587,5,2
66,3776389,5,4
19,3687968,5,2
70,3845847,5,1
58,3884067,5,1
70,5852847,5,3
59,4764574,4,2
40,5049712,5,3
68,2813551,4,1
37,3684725,4,5
44,3067707,5,3
74,2290764,5,5
69,3558326,4,6
49,2551244,4,1
73,4442651,4,2
49,4276515,4,4
38,3729892,5,1
80,4584082,4,2
58,4577441,4,2
44,3791214,4,6
66,2710490,4,6
72,4332649,4,2
64,3071079,5,2
69,4992002,4,1
29,4112696,4,2
21,3840365,4,5
34,4050566,4,5
77,3897078,5,4
48,4241317,4,3
68,4028882,4,6
43,2641259,4,3
58,3597562,5,6
32,3810910,4,1
72,2880706,4,3
30,2917476,4,2
61,4735894,5,4
63,1611314,4,2
41,3722399,5,6
45,4440251,4,1
47,3620231,5,2
26,5366432,5,2
19,5387849,5,5
30,4212951,5,3
57,3882043,4,2
58,4632012,4,6
38,3339459,4,5
47,4219832,4,5
39,4438403,4,2
59,3648506,5,3
52,5470067,5,5
37,3378431,5,2
64,5360064,4,6
39,3822358,5,4
65,2796785,5,5
44,4780700,4,1
65,4021953,4,2
23,4573406,5,4
35,4822142,5,1
61,4691046,4,5
51,4029100,4,6
65,4795095,4,6
75,3160860,5,2
58,5528284,4,6
56,3419644,5,6
75,3084694,4,4
46,4412725,5,5
42,3344280,4,5
52,5291574,4,1
43,2876029,4,3
26,3610975,5,6
45,4807988,4,1
46,4209192,5,6
49,6418042,5,4
24,4105063,4,3
64,3870837,5,4
47,4403089,4,1
22,3528521,4,6
24,3648690,5,1
20,4295739,5,1
55,3643100,5,3
71,3303295,5,1
34,3845761,4,4
32,3791168,5,2
63,5041237,4,6
62,4327901,5,3
78,4945838,4,3
54,3850435,4,6
55,4082196,4,2
74,4040149,5,3
43,4056878,5,1
72,4700273,4,3
68,4223551,5,1
43,3664666,5,6
44,2960713,4,1
22,3834935,5,3
67,4856590,5,2
78,4032861,4,5
60,4902776,5,1
56,3941077,5,1
57,3376366,5,6
44,5375173,4,2
68,4658578,5,3
38,3260963,4,5
18,3347076,4,6
22,3599040,5,5
71,4093895,4,6
39,3834191,4,5
34,3323084,4,4
49,4865168,5,3
63,3824100,5,2
68,4447087,5,3
54,4195450,5,1
40,3909924,4,3
74,4140594,4,6
35,3449766,5,2
70,3942271,4,6
25,2792500,5,1
56,2968317,5,1
29,4757692,5,5
56,4273496,4,1
21,3255989,4,2
56,3928767,4,6
52,3457543,5,3
65,3486785,4,5
32,3809091,5,2
72,1256646,5,1
73,4322050,5,1
18,3542719,5,4
44,4142932,4,3
51,3081604,5,1
60,3157641,5,2
21,4505676,5,1
38,4858098,4,5
23,4225003,5,3
32,3299123,5,3
69,4008072,5,4
64,3297021,5,2
57,3924044,4,3
49,3307593,4,6
20,2484714,5,4
47,4570587,5,1
64,5013116,4,5
32,3864237,4,4
52,4507561,5,4
34,2800843,4,4
21,5177416,5,2
69,4091161,5,5
33,3707712,4,4
36,4272591,5,5
41,3834300,4,3
53,3731400,4,4
54,4337750,5,2
79,3122066,5,2
28,4891842,4,3
19,3769668,4,1
52,4271621,5,6
75,4818823,5,6
31,4396427,5,2
62,3030326,4,1
31,3676563,5,1
54,4103721,4,4
74,2843000,4,2
21,4333048,5,3
38,5766464,4,4
62,3606698,4,3
77,3069691,5,4
23,4939848,4,3
39,4282197,5,6
42,4013982,4,3
76,3045086,5,2
39,5185445,5,2
51,5684003,5,5
60,3841638,4,1
51,5067721,5,3
41,4569541,4,4
35,3642059,4,6
80,4499158,4,1
66,4020421,4,4
25,4045075,4,5
55,3447174,4,1
71,3149865,4,1
34,3396496,5,2
29,4570055,5,3
73,4211127,4,1
74,3328130,5,1
26,4411075,4,6
48,3519141,4,6
72,2428778,4,4
38,4847646,5,4
19,4129415,5,2
33,5227352,5,6
56,3907374,4,1
24,5101082,5,1
69,2864713,4,6
24,2719493,5,1
53,4031314,4,5
21,5369859,5,4
69,4282317,4,4
60,5338314,4,6
52,4334072,5,4
39,2721897,4,6
19,3153305,4,3
26,4511442,5,6
42,4307524,4,4
57,3387418,4,5
74,4045050,5,4
54,5061641,5,5
80,4304705,4,2
35,4498753,4,4
43,4100077,4,4
48,4608420,4,6
32,3568475,5,6
21,3821171,4,5
45,5520401,4,3
34,3779098,4,4
24,2975601,4,2
37,3959913,5,3
27,3944723,4,5
62,3107857,5,4
74,4524156,4,1
57,4637437,4,6
73,4255922,4,1
53,3101745,5,5
37,2964474,5,3
29,4697403,5,6
44,3376229,4,5
60,4941170,4,1
54,3408226,4,5
70,5281589,5,1
61,4359391,5,4
57,3881370,4,4
31,4046112,4,6
55,4234926,5,1
55,5048679,5,5
18,4949866,4,6
67,2899262,5,1
59,2729105,4,2
43,4111632,5,1
23,2493993,5,2
44,4780527,5,5
26,4218804,5,2
48,3707908,5,5
48,4279911,4,1
58,3951380,5,6
36,4164232,5,6
32,4670577,5,1
20,4535794,5,6
22,4590873,4,2
49,4061881,4,2
67,4518066,4,1
48,4940851,4,6
38,5035970,5,6
39,3624778,5,4
63,4389055,5,3
41,2936286,4,6
29,3590887,5,4
41,3633932,4,4
55,3961668,4,3
66,5742264,4,4
57,3980334,5,1
55,3340687,5,6
57,2966284,5,6
43,3181347,5,1
55,4378360,4,5
71,3810894,5,5
29,4117825,4,3
18,4439423,5,2
62,3400562,5,6
29,2749480,4,2
19,3433582,5,2
35,4461581,4,2
66,3298365,5,1
31,2306114,5,5
70,3541033,4,2
28,4281908,5,3
35,2552603,5,1
73,4386335,4,1
36,4425220,5,1
21,3242709,4,1
76,4300656,5,5
68,3529841,5,4
70,3244789,4,4
29,5116103,4,3
73,3500001,5,3
58,4154670,4,4
51,4126435,4,4
25,3213089,4,4
66,4172423,5,3
60,3084301,5,3
51,4749742,5,5
33,3637188,5,5
28,5320370,5,5
25,3853109,5,4
36,3317694,4,1
33,4456158,4,2
47,4236200,5,2
45,3409785,5,4
80,1961314,4,3
49,5161349,5,6
21,4806153,4,6
54,4569202,5,6
73,4747164,5,4
34,3702263,5,4
56,3815462,5,6
46,4556612,5,1
34,3582740,5,4
51,3785044,4,2
75,4325132,5,1
74,4046901,5,3
38,3446674,4,5
42,5194278,5,4
23,3872663,4,3
76,4495249,4,3
78,4290745,4,3
41,2857621,4,6
40,4334228,4,3
36,4364046,4,3
52,3689027,5,3
34,3551990,4,4
34,3895675,5,2
34,2900483,4,4
47,3729443,4,2
18,5148711,5,2
66,3357543,4,2
66,3935428,5,6
46,4514344,5,3
52,4484360,5,1
68,3928096,4,1
78,4265721,4,2
71,4214236,4,5
27,3659259,5,3
50,3683813,4,6
44,4306620,5,6
48,3367311,4,3
61,3874203,5,4
37,4948117,5,3
22,2840439,5,4
41,3705885,5,3
65,4338812,5,2
59,3747715,5,2
57,4013551,5,1
48,2143761,5,3
18,3766663,4,2
28,2206048,4,5
39,3375285,4,2
29,3019640,4,2
62,3589975,4,6
27,3657661,4,1
51,4711874,5,4
44,3737967,4,2
19,4642900,4,6
34,3212713,5,4
37,5271098,5,6
63,4602356,4,3
19,4844057,5,3
80,3758732,5,5
65,3622793,5,4
75,4075440,4,1
40,3431483,4,5
33,2598853,4,4
20,5371922,4,4
54,3551634,5,6
41,4469321,5,5
34,4381609,5,3
28,4797681,4,1
35,3964463,4,2
49,4901219,4,2
21,3256305,4,4
21,4356013,5,5
53,4485587,5,1
49,4940620,5,1
56,5276377,5,1
56,4203969,4,2
32,3758811,4,1
37,2938466,4,6
18,5064593,5,2
28,3952047,5,5
34,1445814,4,2
20,4379864,5,3
20,4337197,4,6
52,2959926,4,1
50,5061341,4,6
26,3321622,5,4
69,4398562,5,6
36,4024787,5,6
21,3311418,4,6
60,3826122,5,5
25,3305387,5,2
68,3711408,5,1
35,4495553,4,2
75,3607286,5,3
61,3306977,5,1
38,5818253,4,1
45,4939319,4,2
53,3491724,5,3
76,3953585,4,2
28,2745585,4,5
41,3023835,4,3
40,4587297,4,4
26,2744756,4,1
78,4122575,5,6
43,1550364,5,5
79,4266127,5,4
54,5646973,5,2
48,4088664,4,5
65,3249304,5,1
55,4138626,4,1
47,3702232,5,6
68,4902270,5,6
63,3372037,4,3
63,4895429,5,4
34,2872531,5,2
75,3733306,4,6
30,4196240,4,5
51,4994105,4,4
67,3154850,4,5
48,5440899,5,3
62,4552504,5,4
57,4321055,4,5
55,3781304,4,1
34,4766265,4,2
73,4659498,5,3
28,3066907,4,6
42,5309738,5,1
25,5835366,4,6
23,3710587,5,1
73,5306179,5,4
61,2792920,4,5
41,5238561,4,6
47,3020703,5,4
37,3673575,4,3
23,4086025,4,2
74,5316865,4,5
58,4341014,4,2
39,4227609,5,2
74,4468924,5,6
28,3826286,5,5
38,4390114,5,3
71,3802685,5,5
62,6495859,5,2
55,2001139,4,2
21,3506761,4,1
52,3878798,4,3
37,2728769,5,4
76,4516288,5,3
55,5281839,4,4
41,4452089,5,5
41,4672800,4,5
74,2822736,5,6
39,4179663,5,5
35,4803380,4,2
63,2892489,4,2
66,4424062,5,1
80,3690011,4,1
71,3541757,4,6
74,2501340,5,5
48,4218986,4,6
20,1946777,5,2
42,4063567,4,2
79,2379239,5,5
24,4112754,5,2
61,3905080,4,2
42,3721035,4,2
25,4608936,5,6
69,4703725,4,4
37,3601947,4,1
42,4030797,4,2
52,3046439,4,3
35,3207389,5,1
72,4849998,4,1
70,5152995,5,3
42,3127227,5,3
47,4542158,4,5
22,3577024,5,1
70,4860365,4,1
66,4159522,5,2
55,4545368,5,4
55,4650358,5,2
40,4475084,5,6
74,3666580,5,3
45,4741351,4,2
22,4335930,5,2
62,3295870,4,3
49,4115653,4,6
56,3761666,4,1
23,4234383,4,1
22,2994481,5,6
29,3824220,4,3
75,4664075,4,1
36,4551453,4,1
58,4273307,5,6
48,3317747,5,6
72,4107280,4,2
29,4647734,5,2
67,4180075,4,2
37,2782183,4,5
65,4884840,5,6
35,5342965,4,5
18,4661735,4,2
27,2809368,5,2
23,3117503,4,4
69,3426747,4,5
25,4471854,4,1
45,5162229,4,4
32,4069671,4,3
28,3347874,4,6
37,3479503,5,5
47,4703964,5,6
61,2346993,5,5
30,4307751,4,5
35,3834924,4,6
45,3728324,5,6
64,2993296,4,4
50,3375211,5,1
75,4291476,5,2
77,4797173,5,2
75,5168731,5,4
54,4462587,5,1
44,4363563,4,5
67,2565285,5,6
21,5492703,4,6
60,3152903,4,3
35,4973201,4,3
43,5608216,4,3
32,2831428,5,3
71,4911109,5,4
59,4637459,4,5
42,5075720,5,4
49,3405310,5,5
74,3813814,4,3
36,2996648,5,2
21,3643505,5,2
77,4136165,5,2
73,3098137,4,3
67,3664446,5,6
21,2724266,4,3
74,5899327,4,6
73,4270596,4,1
52,4307073,5,1
20,3267667,4,6
55,4782274,5,4
46,5403267,4,2
27,2763581,5,5
62,4111538,5,1
27,4036050,5,2
25,4028273,5,2
30,2411966,4,5
69,4277592,5,5
32,4335267,4,2
63,4482537,4,1
63,4043502,5,4
70,3777149,4,5
58,4512535,5,3
68,5094656,5,3
21,4936573,5,5
31,4834191,4,6
64,2204224,5,2
18,5371096,5,1
66,4764945,4,2
74,4517799,4,4
70,5045446,5,2
24,4164484,4,5
29,5128514,5,6
21,4431214,4,4
62,3814615,4,2
58,4449598,5,1
50,3128490,4,5
57,4219863,4,3
56,2970337,4,4
28,5267420,5,5
27,5394974,5,2
80,3600839,4,1
57,3681518,5,6
79,3933807,5,6
25,3991096,4,3
42,2455051,5,6
76,2902179,4,4
33,3881658,5,1
43,3836725,5,6
23,3587895,5,3
76,3340152,4,2
58,4780066,4,3
71,5106341,4,4
30,2937170,5,1
67,4022978,4,4
76,5075516,4,2
20,5044576,5,5
23,3276838,4,3
29,4440405,4,5
48,5049962,4,6
67,4367616,5,2
76,4741803,5,3
54,4405205,5,2
73,4994082,5,5
50,4111735,5,3
80,4394534,4,2
24,4546856,5,1
20,4274103,4,4
35,4488354,4,4
68,5792806,4,2
34,5594509,5,1
40,3010911,4,4
56,3304604,5,3
45,4650081,5,6
76,4025415,4,3
33,4387277,4,2
40,4540996,4,3
54,4647300,5,4
23,4486919,4,4
78,4226600,5,5
48,4025163,4,2
26,4139919,4,2
34,3822520,5,6
57,3039446,5,4
39,3619391,5,6
48,4005436,5,6
18,4210712,4,3
41,3420459,5,2
73,4646420,5,1
52,3263547,5,2
30,3371807,4,5
77,3392264,4,5
73,4158435,4,1
52,3937664,4,5
69,5094533,4,6
19,3045990,5,3
72,3982921,4,5
24,3075182,4,4
18,4614795,4,3
76,4473564,4,5
40,4046446,5,1
43,4935534,5,4
56,4740380,5,4
41,4982261,5,4
27,3636617,5,6
55,3372574,4,4
39,5508676,4,3
57,4904219,5,5
74,3538131,5,1
20,3215531,5,3
76,2310336,4,6
24,4898924,4,3
23,3550251,4,6
23,3446506,4,4
58,4063619,5,3
62,2943495,5,1
22,3154999,4,5
67,4175800,5,4
32,3319077,5,5
65,2398358,5,1
56,3259946,4,6
28,4056261,4,1
19,3477561,4,6
60,2031252,4,4
66,4557319,4,5
44,3982341,5,1
36,4680870,5,4
25,4342466,4,6
33,3220971,5,1
65,3069696,4,3
67,4719726,4,4
43,6107569,5,1
39,5350474,4,4
20,4531796,4,5
75,3345687,5,5
57,3888324,4,3
30,4298872,5,5
46,3210489,4,3
37,3270457,4,5
41,3650776,4,5
67,3286089,4,4
19,5214217,4,6
61,4685368,4,6
71,4024897,4,2
66,5151153,5,6
31,4751311,5,6
53,3444765,4,5
80,4175843,5,3
42,2172482,5,5
57,3987830,5,3
21,3180097,4,4
30,4288838,5,2
79,5073001,5,6
55,4551862,5,5
67,2938921,4,1
65,3227970,4,3
25,3914403,4,3
44,5644825,5,4
40,3375115,4,6
58,5636307,5,5
46,4128879,4,1
58,4424778,5,2
56,3716717,5,3
75,2423688,5,3
55,3662385,4,1
42,3337016,5,2
73,3230457,5,6
26,3578267,4,6
25,4059440,4,6
42,4092566,5,2
43,3642579,5,5
77,3849135,4,6
80,5467882,4,3
28,3650486,5,5
67,4915824,5,6
23,4662827,4,5
22,3450384,5,6
23,3469555,4,2
80,5572988,5,6
46,4322979,5,1
77,3395633,4,2
43,5034590,5,5
43,5006396,5,2
57,4901128,4,4
19,4802683,5,6
46,4456649,4,6
44,4753633,5,3
40,3514933,5,2
32,4474693,4,1
79,3612502,5,4
34,5273938,5,5
20,3693792,4,6
67,3758483,5,2
18,3237785,4,4
70,2544865,5,4
69,4789174,4,2
72,2568396,5,6
72,1171961,5,2
64,2627406,5,5
32,5766352,4,2
69,3751795,5,3
22,5402197,4,6
54,3712922,4,1
26,3838494,5,5
77,3160388,5,5
37,4043849,5,3
72,2903571,4,2
45,5711049,4,1
71,4283566,5,6
49,3928474,5,1
72,4824141,5,2
27,4072635,4,6
38,2440860,5,5
63,3769386,4,5
49,4746085,4,5
58,4073460,5,5
20,3014798,4,2
68,2596484,5,5
18,4379969,5,6
74,4574426,5,3
69,3941450,4,5
73,4538872,5,4
42,5318930,4,4
73,3890905,4,3
73,3075872,5,2
37,3698747,4,5
69,5028403,5,4
76,4125747,5,3
28,3496157,4,3
25,3403703,5,2
77,4374323,5,4
21,3499850,4,1
59,4140257,4,3
54,4660665,5,2
60,3032314,5,6
63,3198012,5,5
62,3966923,5,4
62,2212438,5,5
42,3694796,4,4
69,2637945,4,3
19,4633199,5,5
70,4555149,4,2
46,5588659,4,4
46,4555006,5,2
80,3700243,5,6
66,2703985,4,5
19,3183708,5,6
47,3923262,4,1
65,3379672,5,1
36,3698224,4,5
63,4721927,5,1
19,4829488,4,5
23,3010768,4,3
66,4215719,4,3
29,3700770,4,4
25,5097238,4,3
27,4035952,5,3
49,3702238,4,5
77,4544342,4,4
78,3627362,4,1
24,3650860,5,6
19,2565519,5,3
23,3789849,4,5
32,5639243,5,3
53,4738874,4,5
30,4161136,4,3
24,4428915,5,4
38,3912948,4,6
75,4245150,5,3
23,4310067,4,5
52,4525450,5,6
41,4245665,5,6
52,4162220,5,5
76,3546455,4,5
71,3238980,5,3
68,2935717,4,5
21,3504166,5,6
53,4372712,5,1
52,4013484,5,1
55,2584627,4,4
70,4033915,5,1
19,3287357,4,6
74,3190481,5,6
52,4188546,5,6
53,3571600,5,5
51,3587501,5,4
63,3484909,4,5
55,4386093,4,3
55,3929914,5,4
74,4408394,5,1
32,5151734,4,6
26,4542698,5,6
44,4013981,5,5
30,3074324,5,3
18,4199838,5,4
27,4457032,4,6
46,4394460,4,2
43,4417041,5,4
37,4671055,4,3
30,3823318,5,4
28,5175320,5,1
62,3934562,5,5
54,5053480,4,1
19,5411540,5,2
65,4060327,4,4
20,3446767,5,3
20,3913984,4,4
68,3451407,5,4
77,4447040,5,2
56,3674153,5,6
61,3985612,5,1
56,4096989,5,2
32,4246201,5,3
55,4193813,4,2
33,5326392,4,2
19,5020678,4,4
51,3979104,4,6
80,4942879,5,3
69,3814218,4,1
77,2421250,4,2
21,3161554,4,6
32,2950267,4,4
47,3687576,5,1
35,3479446,5,1
30,4121059,5,2
43,4447441,5,1
77,3880611,4,3
27,3774110,5,1
77,2574573,5,5
70,5504653,5,2
36,3806376,4,6
26,5073481,5,1
42,2215767,4,2
46,2982040,5,5
45,3007087,4,4
64,3524719,4,4
78,4417263,5,1
32,4549764,5,2
37,2951874,4,3
61,3883823,4,6
27,3495928,4,4
42,4295886,5,1
31,5716798,5,1
69,2715087,4,2
33,3213213,5,1
80,4457884,4,3
38,4534989,4,2
63,4039316,5,6
19,4686771,5,4
56,4579805,5,4
34,3170719,5,5
28,4953810,5,6
55,4009665,5,4
77,4359774,5,5
36,4610125,4,3
24,3429190,4,4
30,4429604,4,1
42,3768957,4,4
63,4255960,5,4
55,4382544,5,2
41,3653672,4,3
60,3612651,4,1
75,3266844,5,6
71,5433487,4,5
35,4019672,5,6
50,3533900,5,5
35,5073084,4,1
54,3959585,5,6
72,3541756,4,3
57,4137399,4,6
27,3307502,4,5
63,3740332,5,4
42,5700043,5,5
41,3171856,4,6
30,3825531,5,6
24,3692144,5,3
31,3421958,4,4
53,2887489,5,3
39,5091352,4,2
61,3668976,4,6
68,4089274,5,6
67,4648764,5,5
35,4060569,5,5
20,2942538,5,1
30,2935136,5,4
18,4983455,4,4
66,3684866,5,5
50,4188102,5,2
57,4651055,4,4
69,4155395,4,3
36,3393753,4,5
47,4904492,5,2
57,4240491,4,1
64,2857098,4,4
69,3774027,4,4
65,4614529,5,6
60,3026096,4,2
29,4073009,5,2
22,4088847,4,6
25,4044654,5,3
47,1759239,4,1
21,4441582,5,1
33,3757704,4,6
37,4616921,5,2
34,4354763,4,6
71,3407053,4,2
69,4955881,4,6
54,4215205,4,3
42,3663273,4,5
25,3959291,5,2
74,3512442,5,2
51,3647632,5,5
79,4680119,4,2
50,4865911,4,4
70,4364024,5,3
25,4031379,4,2
69,4175697,4,6
68,3541146,5,4
35,4272353,4,5
35,3984354,5,2
18,5917794,4,6
73,4492670,5,4
70,4671877,5,6
66,3192194,5,3
20,2594190,4,4
49,3906080,5,5
26,4512007,5,2
36,3404740,5,3
62,2452757,4,3
32,5020590,5,1
51,4816100,4,3
31,4648120,5,1
62,3360365,4,4
74,4363959,4,5
78,2769511,5,6
75,3997563,4,4
27,4270870,4,1
21,3008381,4,2
64,4437288,5,3
70,3238289,5,6
39,3973387,4,5
38,5302599,4,6
67,4726764,5,2
43,3819056,4,2
26,4574944,5,3
60,4659963,5,2
35,3107289,5,3
73,4265281,4,5
66,2866539,5,4
40,4770449,4,1
19,3509531,4,4
77,5214160,4,3
19,4788238,4,6
29,3209303,4,2
65,4436140,5,5
62,3840775,5,6
39,5551556,5,5
39,3126579,4,5
20,3906268,5,2
63,2818362,5,5
28,3979286,5,2
27,3683975,5,6
50,3422321,4,3
75,3973394,5,2
39,4339966,4,4
37,2859829,4,5
61,3761919,5,2
34,3871817,5,2
57,4881902,4,4
60,4057414,5,3
36,3529679,4,5
40,3572846,4,1
41,3818814,4,1
27,4071556,5,3
47,4230682,4,6
53,3821322,4,2
40,2757772,4,5
74,4504501,4,4
38,3196235,5,5
31,4391220,5,5
44,3350143,5,5
45,4341904,4,5
20,2171117,5,1
45,4223916,4,2
61,4680738,4,4
50,4880014,4,2
68,4451525,5,1
71,4591615,4,1
65,4567795,4,4
23,5217795,4,2
18,3842055,4,4
30,3986964,5,2
68,4170891,4,3
40,6086918,5,1
46,3832209,5,6
75,4426999,4,6
33,4723260,5,1
52,3931890,5,1
51,4070548,4,5
79,3938121,4,4
42,5387847,5,1
41,3513623,4,4
48,4285328,5,1
25,4001905,4,6
78,3693989,5,2
70,4946700,5,4
54,4643859,5,4
29,2337300,4,4
39,4521670,4,5
41,1895372,5,3
27,3274067,4,6
80,4761659,4,2
47,4153462,4,5
42,3645140,5,4
61,4057923,5,4
33,4020524,5,6
23,4632748,4,1
66,2921479,4,1
45,4388706,4,4
27,4224686,5,3
45,3523841,4,1
62,4201118,4,3
39,4419412,4,4
67,4245999,4,4
62,3799187,5,5
80,5672865,5,4
53,3736499,4,4
71,3660925,4,3
38,3412649,5,2
22,4296315,5,1
55,4749913,4,3
48,3275588,4,6
34,4868190,5,6
19,4404429,4,2
67,2870693,5,2
62,4997137,4,3
55,2945408,5,5
79,3647375,4,3
52,4697939,5,5
47,2195913,4,2
24,3650896,4,1
63,4644247,5,1
30,3075186,4,6
74,4414560,4,1
20,3486891,5,6
61,4155879,5,4
22,4900617,5,5
24,4451455,5,6
53,5432905,5,2
80,4682254,5,6
54,4026286,4,2
74,4044657,5,6
76,4686447,5,1
30,4218812,4,2
18,3284815,5,5
32,2731243,4,6
79,3823768,4,2
29,4190808,4,5
45,3884495,5,2
22,4445799,5,2
30,4409178,5,5
34,4387646,4,4
71,5544474,5,1
46,4577872,4,5
32,3514204,4,2
79,5422076,4,3
75,3414051,4,6
65,2616926,5,6
32,4996931,4,2
34,3701359,5,1
32,3799665,5,5
61,3849850,5,5
21,3941634,5,2
38,4059595,5,2
80,4239351,5,1
25,3176064,4,2
53,3092567,4,1
43,2953972,4,6
55,6047572,4,5
38,4562010,4,5
63,4508406,5,3
18,3120665,4,5
43,2781963,4,5
76,4753055,4,5
27,5599163,5,4
